statename,unique_id,reporter,address,city,state,zip_code,county,avert_region,lat,lon,first_permit_issue_year,latest_permit_issue_year,data_center_construct_year,new_permit_or_existing_update,number_of_buildings,company,brand,brand_source_url,private_equity_or_asset_manager,private_equity_or_asset_manager_source,generator_type,of_tier_2,of_tier_3,of_tier_4,vocs_tpy,nox_tpy,co_tpy,sox_tpy,pm_tpy,pm2_5_tpy,pm10_tpy,co2e_tpy,rate_capacity_original,total_generator_rate_capacity_kw,estimate_power_consumption_in_kw_hr_calculated_30,estimate_power_consumption_in_kw_hr_calculated_50,estimate_power_consumption_in_kw_hr_calculated_60,size_category_at_30,size_category_at_50_capacity_large_vs_small,size_category_at_50_capacity,size_category_at_60,reporter_notes,page,size_capacity_over_100_mw,records_link,water_stress,water_requested,daily_water_consumption_gallons,annual_water_consumption_gallons,water_notes,water_record_link,number_of_epa_enforcements,total_penalties_assessed,primary_law,case_status_desc,major_basin_name,minor_basin_name,aquifer_name,us_environmental_justice_concern,state_environmental_justice_concern,total_population_within_1_mile_of_site,us_percentile_for_ej_index_for_particulate_matter,us_percentile_for_ej_index_for_ozone,us_percentile_for_ej_index_for_nitrogen_dioxide_no2,us_percentile_for_ej_index_for_diesel_particulate_matter,us_percentile_for_ej_index_for_toxic_releases_to_air,us_percentile_for_ej_index_for_traffic_proximity_and_volume,us_percentile_for_ej_index_for_lead_paint_indicator,us_percentile_for_ej_index_for_superfund_proximity,us_percentile_for_ej_index_for_rmp_proximity,us_percentile_for_ej_index_for_hazardous_waste_proximity,us_percentile_for_ej_index_for_underground_storage_tanks_ust_indicator,us_percentile_for_ej_index_for_wastewater_discharge_indicator,us_percentile_for_ej_index_for_drinking_water_non_compliance,state_percentile_for_ej_index_for_particulate_matter,state_percentile_for_ej_index_for_ozone,state_percentile_for_ej_index_for_nitrogen_dioxide_no2,state_percentile_for_ej_index_for_diesel_particulate_matter,state_percentile_for_ej_index_for_toxic_releases_to_air,state_percentile_for_ej_index_for_traffic_proximity_and_volume,state_percentile_for_ej_index_for_lead_paint_indicator,state_percentile_for_ej_index_for_superfund_proximity,state_percentile_for_ej_index_for_rmp_proximity,state_percentile_for_ej_index_for_hazardous_waste_proximity,state_percentile_for_ej_index_for_underground_storage_tanks_ust_indicator,state_percentile_for_ej_index_for_wastewater_discharge_indicator,state_percentile_for_ej_index_for_drinking_water_non_compliance,population_within_1_mile_radius_10_000,population_within_1_mile_radius_5_000,estimated_at_2n,estimated_at_n_1,estimated_at_2n_in_twh,estimated_at_n_1_in_twh,estimated_data_center_electricity_use_in_terrawatt_hours_a_year_at_50_capacity,estimated_data_center_electricity_use_in_megawatt_hours_at_50_capacity,,large_facilites,facilities_note
Virginia,985,Narimes,"3980A Virginia Mallory Dr, Chantilly VA 20151",Chantilly,VA,20151,Fairfax,Mid-Atlantic,38.90454915,-77.45261533,2022,2022,,New,,"Amazon Data Services, Inc.",Amazon,,,,Cummins & Caterpillar,,,,-,,,-,,,,,MULTIPLE PERMITED,multiple permited,multiple permited,multiple permited,multiple permited,multiple permited,multiple permited,multiple permited,multiple permited,same permit as 3980 Virginia Mallory Dr,,over 100 MW,74239 mNSR (2022-09-09)_1987118.pdf,High (40-80%),-,-,-,-,-,-,-,-,-,"United States, North Atlantic Coast",Middle Potomac / Anacostia / Occoquan,-,yes,yes,1547.0,61,70,86,90,45,85,73,0,67,76,85,49,0,99,99,97,96,61,94,83,0,89,90,89,51,0,"fewer than 10,000","fewer than 5,000",40575,64920,0.355,0.569,0.71,81.15,52747.5,multiple permited,1 of 4 facilities
Virginia,985,Narimes,"3960 Virginia Mallory Dr, Chantilly VA 20151",Chantilly,VA,20151,Fairfax,Mid-Atlantic,38.9053002,-77.4547943,2022,2022,,New,,"Amazon Data Services, Inc.",Amazon,,,,Cummins & Caterpillar,,,,-,,,-,,,,,MULTIPLE PERMITED,multiple permited,multiple permited,multiple permited,multiple permited,multiple permited,multiple permited,multiple permited,multiple permited,same permit as 3980 Virginia Mallory Dr,,over 100 MW,74239 mNSR (2022-09-09)_1987118.pdf,High (40-80%),-,-,-,-,-,-,-,-,-,"United States, North Atlantic Coast",Middle Potomac / Anacostia / Occoquan,-,yes,yes,1547.0,61,70,86,90,45,85,73,0,67,76,85,49,0,99,99,97,96,61,94,83,0,89,90,89,51,0,"fewer than 10,000","fewer than 5,000",40575,64920,0.355,0.569,0.71,81.15,52747.5,multiple permited,1 of 4 facilities
Virginia,985,Narimes,"3940 Virginia Mallory Dr, Chantilly VA 20151",Chantilly,VA,20151,Fairfax,Mid-Atlantic,38.9070101,-77.4559911,2022,2022,,New,,"Amazon Data Services, Inc.",Amazon,,,,Cummins & Caterpillar,,,,-,,,-,,,,,MULTIPLE PERMITED,multiple permited,multiple permited,multiple permited,multiple permited,multiple permited,multiple permited,multiple permited,multiple permited,same permit as 3980 Virginia Mallory Dr,,over 100 MW,74239 mNSR (2022-09-09)_1987118.pdf,High (40-80%),-,-,-,-,-,-,-,-,-,"United States, North Atlantic Coast",Middle Potomac / Anacostia / Occoquan,-,yes,yes,1547.0,61,70,86,90,45,85,73,0,67,76,85,49,0,99,99,97,96,61,94,83,0,89,90,89,51,0,"fewer than 10,000","fewer than 5,000",40575,64920,0.355,0.569,0.71,81.15,52747.5,multiple permited,1 of 4 facilities
Virginia,985,Yuheng,"3980 Virginia Mallory Dr, Chantilly, VA 20151",Chantilly,VA,20151,Fairfax,Mid-Atlantic,38.9045575,-77.45259387,2022,2022,,New,,"Amazon Data Services, Inc.",Amazon,in the name itself,,,Cummins & Caterpillar,,,,9.86,94.14,36.7,-,,3.38,3.38,,,162300,48690,81150,"97,380",Possible hyperscaler,large-scale,Possible hyperscaler,Possible hyperscaler,"(22) Cummins Model QSK60-G26 diesel fired emergency engine gen-sets 3,640 bhp 2,500 ekW (each); (40) MTU Model 16V4000G94S diesel fired emergency engine gen-sets 3,617 bhp 2,500 ekW (each); (2) Cummins Model QST30-G5 diesel fired emergency engine gen-sets 1,098 bhp 750 ekW (each); (3) MTU Model 12V1600G80S diesel fired emergency engine gen-sets 873 bhp 600 ekW (each); (2) Caterpillar Model 3516C transitory diesel fired emergency engine gen-sets 2,937 bhp 2,000 ekW (each)",,-,74239 mNSR (2022-09-09)_1987118.pdf,High (40-80%),-,-,-,-,-,-,-,-,-,"United States, North Atlantic Coast",Middle Potomac / Anacostia / Occoquan,-,yes,yes,1547.0,61,70,86,90,45,85,73,0,67,76,85,49,0,99,99,97,96,61,94,83,0,89,90,89,51,0,"fewer than 10,000","fewer than 5,000",40575,64920,0.355,0.569,0.71,81.15,52747.5,Possible hyperscaler,1 of 4 facilities
North Carolina,676,Yuheng,"284 Social Circle, Forest City, NC 28043",Forest City,NC,28043,Rutherford,Carolinas,35.31397054,-81.82194211,2016,2024,,Existing update,4.0,"Andale, Inc.",Meta,https://www.sec.gov/Archives/edgar/data/1326801/000132680117000007/fb-12312016x10kexhibit211.htm,,,,,,,-,100.0,100.0,-,,,,,,161500,48450,80750,"96,900",Possible hyperscaler,large-scale,Possible hyperscaler,Possible hyperscaler,"Building 1: sixteen (16) emergency electricity generators (3,000 kW electrical), each powered by a stationary diesel-fired internal combustion engine (4,678 hp, each); Building 2: eighteen (18) emergency electricity generators (3,000 kW electrical), each powered by a stationary diesel-fired internal combustion engine (4,423 hp, each) & one emergency electricity generator (1,000 kW electrical), powered by a stationary diesel-fired internal combustion engine (1,474 hp); Building 3: sixteen (16) emergency electricity generators (3,000 kW electrical), each powered by a stationary diesel-fired internal combustion engine (4,423 hp, each) & Four (4) emergency electricity generators (2,500 kW electrical), each powered by a stationary diesel-fired internal combustion engine (3,633 hp, each); Building 4: one emergency electricity generator (500 kW electrical), powered by a stationary diesel-fired internal combustion engine (762 hp)",,-,AQ_F_8100221_20190415_PRMT_Permit.pdf ; AQ_F_8100221_20240619_PRMT_RescnRqst.pdf,High (40-80%),-,-,-,-,-,-,-,-,-,"Gulf of Mexico, North Atlantic Coast",Upper Broad,-,no,no,350.0,43,37,29,39,72,34,67,0,0,30,61,58,86,71,78,51,58,71,41,74,0,0,39,49,65,88,"fewer than 10,000","fewer than 5,000",40375,64600,0.354,0.566,0.71,80.75,52487.5,Possible hyperscaler,
Arizona,16,Yuheng,"12901 W Olive Ave, El Mirage, AZ 85335",El Mirage,AZ,85335,Maricopa,Southwest,33.5654741,-112.3377841,2019,2023,,Existing update,,Microsoft Corporation,Microsoft,in the name itself,,,Cummins,46,1,,-,90.0,,-,,,,,216026,161091,48327,80545,"96,654",Possible hyperscaler,large-scale,Possible hyperscaler,Possible hyperscaler,"Existing: 20@Cummins QSK95-G9, 5051hp; 1@Cummins QSK23-G7, 1,220HP; 20@Cummins QSK95-G9 Generator estimated model year 2021. 5051hp; New: 2@ Cummins QSK95-G9 Generator estimated model year 2022. 5,051 hp, 1@ Cummins QSK23-G7 Generator estimated model year 2022. 1,220 hp; 1@ Caterpillar C15 Generator estimated model year 2022. 689 hp; 1@Cummins QSX15-G9 Generator estimated model year 2022. 755 hp",,-,Microsoft 2.pdf,Extremely High (>80%),private company,-,-,EPCOR services El Mirage.,-,-,-,-,-,"North America, Colorado",Aqua Fria,-,no,no,8.0,66,80,64,72,62,64,0,72,50,43,56,74,88,71,65,41,64,64,56,0,72,54,51,52,63,88,"fewer than 10,000","fewer than 5,000",40272.64,64436.22,0.353,0.564,0.71,80.55,52354.43,Possible hyperscaler,
Nevada,1355,Narimes,"520 W Warm Springs Rd, Henderson NV 89011",Henderson,NV,89011,Clark,Northwest,36.05496505,-115.0071131,2024,2024,,New,,Jasmine Development LLC,Google,facility manager email is @google.com on permit,,,Caterpillar,,,,1.8,97.7,12.33,0.65,,2.27,2.27,,,160675,48203,80338,"96,405",Possible hyperscaler,large-scale,Possible hyperscaler,Possible hyperscaler,52@2750kW; 10@1750; 1@175kW,,-,17982_20240117_PER_202411140742.pdf,Low (<10%),-,-,-,-,-,-,-,-,-,"North America, Colorado",Las Vegas Wash,-,yes,no,4575.0,68,85,83,87,84,70,35,0,86,78,74,90,0,60,37,64,66,82,44,65,0,84,53,61,83,0,"fewer than 10,000","fewer than 5,000",40168.75,64270,0.352,0.563,0.7,80.34,52219.38,Possible hyperscaler,
Virginia,1021,Hannah,"42254 Thunderball Drive, Leesburg, Virginia",Leesburg,VA,20175,Loudoun,Mid-Atlantic,39.04402423,-77.54122183,2018,2023,,Existing update,,"Compass Datacenters, LLC",Compass Datacenters,,,,,,,,-,,,-,,,,,MULTIPLE PERMITED,multiple permited,multiple permited,multiple permited,multiple permited,multiple permited,multiple permited,multiple permited,multiple permited,same permit as 42255 Thunderball Drive,,over 100 MW,74160 mNSR (2023-01-20)_38698553.pdf,Low (<10%),-,-,-,-,-,-,-,-,-,"United States, North Atlantic Coast",Middle Potomac / Catoctin,-,no,no,3506.0,29,40,50,54,15,46,0,70,0,44,35,69,0,69,74,62,59,17,51,0,75,0,55,29,72,0,"fewer than 10,000","fewer than 5,000",40000,64000,0.35,0.561,0.7,80,52000,multiple permited,1 of 4 facilities
Virginia,1021,Hannah,"42311 Thunderball Drive, Leesburg, Virginia",Leesburg,VA,20175,Loudoun,Mid-Atlantic,39.04253149,-77.53811763,2018,2023,,Existing update,,"Compass Datacenters, LLC",Compass Datacenters,,,,,,,,-,,,-,,,,,MULTIPLE PERMITED,multiple permited,multiple permited,multiple permited,multiple permited,multiple permited,multiple permited,multiple permited,multiple permited,same permit as 42255 Thunderball Drive,,over 100 MW,74160 mNSR (2023-01-20)_38698553.pdf,Low (<10%),-,-,-,-,-,-,-,-,-,"United States, North Atlantic Coast",Middle Potomac / Catoctin,-,no,no,5014.0,29,41,50,54,15,47,0,70,0,44,33,69,0,70,75,62,60,17,51,0,76,0,56,25,72,0,"fewer than 10,000","More than 5,000",40000,64000,0.35,0.561,0.7,80,52000,multiple permited,1 of 4 facilities
Virginia,1021,Hannah,"42310 Thunderball Drive, Leesburg, Virginia",Leesburg,VA,20175,Loudoun,Mid-Atlantic,39.04253149,-77.53811763,2018,2023,,Existing update,,"Compass Datacenters, LLC",Compass Datacenters,,,,,,,,-,,,-,,,,,MULTIPLE PERMITED,multiple permited,multiple permited,multiple permited,multiple permited,multiple permited,multiple permited,multiple permited,multiple permited,same permit as 42255 Thunderball Drive,,over 100 MW,74160 mNSR (2023-01-20)_38698553.pdf,Low (<10%),-,-,-,-,-,-,-,-,-,"United States, North Atlantic Coast",Middle Potomac / Catoctin,-,no,no,5014.0,29,41,50,54,15,47,0,70,0,44,33,69,0,70,75,62,60,17,51,0,76,0,56,25,72,0,"fewer than 10,000","More than 5,000",40000,64000,0.35,0.561,0.7,80,52000,multiple permited,1 of 4 facilities
Virginia,1021,Yuheng,"42255 Thunderball Drive, Leesburg, Virginia",Leesburg,VA,20175,Loudoun,Mid-Atlantic,39.04133746,-77.53877444,2018,2023,,Existing update,,"Compass Datacenters, LLC",Compass Datacenters,in the name itself,,,Cummins,,,,3.37,94.99,16.23,-,,2.77,2.77,,,160000,48000,80000,"96,000",Possible hyperscaler,large-scale,Possible hyperscaler,Possible hyperscaler,"Five (5) Cummins Model QSK60-G15 emergency diesel engine gen-sets 2,922 bhp 2,000 ekW (each unit); (75) Cummins Model 2000DQKAB emergency diesel engine gen-sets 2,922 bhp 2,000 ekW (each unit)",,-,74160 mNSR (2023-01-20)_38698553.pdf,Low (<10%),-,-,-,-,-,-,-,-,-,"United States, North Atlantic Coast",Middle Potomac / Catoctin,-,no,no,5459.0,30,41,50,54,15,47,0,70,0,44,32,69,0,70,75,62,60,18,52,0,76,0,56,24,73,0,"fewer than 10,000","More than 5,000",40000,64000,0.35,0.561,0.7,80,52000,Possible hyperscaler,1 of 4 facilities
Texas,887,Yuheng,"11003 Corporate Centre Dr, Houston, TX 77041",Houston,TX,77041,Harris,Midwest,29.84423679,-95.56028963,2023,2023,,New,,CyrusOne West Campus Expansion,CyrusOne,in the name itself,,,MTU & Cummins,,,,4.72,24.99,31.23,2.29,2.2,2.2,2.2,,,159294,47788,79647,"95,576",Possible hyperscaler,large-scale,Possible hyperscaler,Possible hyperscaler,Proposed MTU 16V4000G84S @36 2498kw for each; Existing CAT 3516 @20 2500kw for each; Existing Cummins QSK60-G19 @8. 2250kw for each Proposed MTU 16V2000G86S @1. 1366kw for each,,-,AIR NSR_171879-353965_Permits Public_20230223_Initial Application__6462380_(Nativex).pdf,Medium - High (20-40%),-,-,-,-,-,-,-,-,-,Gulf Coast,Buffalo / San Jacinto,Gulf Coastal Plains Aquifer System,yes,yes,4952.0,93,89,93,87,95,86,57,74,93,89,83,83,0,89,79,89,89,92,85,66,79,87,89,69,85,0,"fewer than 10,000","fewer than 5,000",39823.5,63717.6,0.349,0.558,0.7,79.65,51770.55,Possible hyperscaler,
Virginia,988,Hannah,"25420 Sutton Bay Plaza, Chantilly, VA 20152",Chantilly,VA,20152,Loudoun,Mid-Atlantic,38.91529038,-77.4817253,2019,2019,,New,,"Vadata, Inc.",Amazon,,,,,,,,-,,,-,,,,,MULTIPLE PERMITED,multiple permited,multiple permited,multiple permited,multiple permited,multiple permited,multiple permited,multiple permited,multiple permited,same permit as 25430 Sutton Bay Plaza,,over 100 MW,74174 - Permit - 20190809_44753969.pdf,High (40-80%),-,-,-,-,-,-,-,-,-,"United States, North Atlantic Coast",Middle Potomac / Anacostia / Occoquan,-,no,no,4002.0,40,48,66,60,25,59,17,0,28,52,67,33,0,87,85,80,67,33,66,19,0,51,67,68,35,0,"fewer than 10,000","fewer than 5,000",39750,63600,0.348,0.557,0.7,79.5,51675,multiple permited,1 of 3 facilities
Virginia,988,Hannah,"25390 Sutton Bay Plaza, Chantilly, VA 20152",Chantilly,VA,20152,Loudoun,Mid-Atlantic,38.91574951,-77.4808999,2019,2019,,New,,"Vadata, Inc.",Amazon,,,,,,,,-,,,-,,,,,MULTIPLE PERMITED,multiple permited,multiple permited,multiple permited,multiple permited,multiple permited,multiple permited,multiple permited,multiple permited,same permit as 25430 Sutton Bay Plaza,,over 100 MW,74174 - Permit - 20190809_44753969.pdf,High (40-80%),-,-,-,-,-,-,-,-,-,"United States, North Atlantic Coast",Middle Potomac / Anacostia / Occoquan,-,no,no,4002.0,40,48,66,60,25,59,17,0,28,52,67,33,0,87,85,80,67,33,66,19,0,51,67,68,35,0,"fewer than 10,000","fewer than 5,000",39750,63600,0.348,0.557,0.7,79.5,51675,multiple permited,1 of 3 facilities
Virginia,988,Yuheng,"25430 Sutton Bay Plaza, Chantilly, VA 20152",Chantilly,VA,20152,Loudoun,Mid-Atlantic,38.9171745,-77.47764844,2019,2019,,New,,"Vadata, Inc.",Amazon,https://www.theatlantic.com/technology/archive/2016/01/amazon-web-services-data-center/423147/,,,Caterpillar,,,,10.69,97.0,51.07,-,,3.5,3.5,,,159000,47700,79500,"95,400",Possible hyperscaler,large-scale,Possible hyperscaler,Possible hyperscaler,"Sixty Two (62) Caterpillar 3516C-HD emergency diesel engine gen-sets 3,634 bhp 2,500 ekW (each unit); Two (2) Caterpillar 3516C emergency diesel engine gen-set 2,937 bhp 2,000 ekW (each unit)",,-,74174 - Permit - 20190809_44753969.pdf,High (40-80%),-,-,-,-,-,-,-,-,-,"United States, North Atlantic Coast",Middle Potomac / Anacostia / Occoquan,-,no,no,2970.0,40,48,66,60,25,59,15,0,28,52,65,33,0,87,85,80,66,33,65,18,0,51,66,67,36,0,"fewer than 10,000","fewer than 5,000",39750,63600,0.348,0.557,0.7,79.5,51675,Possible hyperscaler,1 of 3 facilities
Maryland,621,Hannah,"8201 Dorsey Run Road, Annapolis Junction, MD 20701",Annapolis Junction,MD,20701,Anne Arundel,New England,39.11817695,-76.79615569,2020,2024,,Existing update,4.0,Microsoft Corporation,Microsoft,in the name itself,,,Caterpillar,,,,7.16,12.58,58.87,0.14,0.51,1.17,0.14,,,153950,46185,76975,"92,370",Possible hyperscaler,large-scale,Possible hyperscaler,Possible hyperscaler,"51 total emergency generator sets at this facility: 40 @ 3,000ekW 1 @ 450 ekW 2 @ 750 ekW 8 @ 4,000 ekW",,-,003-1678 Aug2021 Permit and application.pdf,Low - Medium (10-20%),-,-,-,-,-,-,-,-,-,"United States, North Atlantic Coast",Patuxent,Gulf Coastal Plains Aquifer System,no,no,6746.0,26,68,51,73,58,68,15,82,80,76,47,68,0,43,70,50,63,68,58,11,77,78,69,44,62,0,"fewer than 10,000","More than 5,000",38487.5,61580,0.337,0.539,0.67,76.98,50033.75,Possible hyperscaler,
Virginia,1279,Narimes,"21745 Beaumeade Cir, Ashburn VA 20147",Ashburn,VA,20147,Loudoun,Mid-Atlantic,39.01814581,-77.45930131,2022,2022,,New,,Cologix,Cologix,in the name itself,,,MTU,,,,16.9,87.75,27.49,-,,5.45,5.45,,,153000,45900,76500,"91,800",Possible hyperscaler,large-scale,Possible hyperscaler,Possible hyperscaler,68 engines rated at 2250kW,,-,74235_DC_Permit_2022.pdf,Low (<10%),-,-,-,-,-,-,-,-,-,"United States, North Atlantic Coast",Middle Potomac / Catoctin,-,no,no,2104.0,23,34,49,47,19,39,19,66,0,39,48,58,0,60,62,60,52,36,43,22,72,0,52,50,60,0,"fewer than 10,000","fewer than 5,000",38250,61200,0.335,0.536,0.67,76.5,49725,Possible hyperscaler,
Texas,890,Hannah,"5150 Westway Park Blvd, Houston, TX 77041",Houston,TX,77041,Harris,Midwest,29.84422,-95.55518,2018,2023,,Existing update,,"CyrusOne, LLC",CyrusOne,in the name itself,,,,,,,-,,,-,,,,,MULTIPLE PERMITED,multiple permited,multiple permited,multiple permited,multiple permited,multiple permited,multiple permited,multiple permited,multiple permited,same permit as 5170 Westway Park Blvd,,over 100 MW,AIR NSR_148850-337493_Permits Public_20220111_Initial Application__5894184_(Nativex).pdf,Medium - High (20-40%),-,-,-,-,-,-,-,-,-,Gulf Coast,Buffalo / San Jacinto,Gulf Coastal Plains Aquifer System,yes,yes,6524.0,93,88,92,86,95,85,63,73,92,88,84,82,0,88,78,88,88,91,84,69,78,86,88,73,84,0,"fewer than 10,000","More than 5,000",38032.5,60852,0.333,0.533,0.67,76.07,49442.25,multiple permited,1 of 2 facilities
Texas,890,Yuheng,"5170 Westway Park Blvd, Houston, TX 77041",Houston,TX,77041,Harris,Midwest,29.84461895,-95.55662034,2017,2023,,Existing update,,"CyrusOne, LLC",CyrusOne,in the name itself,,,MTU & Cummins & Caterpillar,,,,1.09,48.89,6.91,0.04,0.6,0.6,0.6,,,152130,45639,76065,"91,278",Possible hyperscaler,large-scale,Possible hyperscaler,Possible hyperscaler,"36 existing generators, newly added 28 additional emergency backup generators for a total of 64 generators at the facility. 1@ Cummins QSK23G7 846 KW; 4@ Cummins QSK60G14 2446 KW; 26@ MTU 16V4000G83 2499 KW; 4@ MTU 12V4000G83 1909 KW; 1@ MTU 12V2000G85-TB 890 KW; 20@ CAT 3516 2500 KW; 8@ CUMMINS QSK60-G19 2250 KW",,-,AIR NSR_148850-337493_Permits Public_20220111_Initial Application__5894184_(Nativex).pdf,Medium - High (20-40%),-,-,-,-,-,-,-,-,-,Gulf Coast,Buffalo / San Jacinto,Gulf Coastal Plains Aquifer System,yes,yes,6019.0,93,88,93,87,95,85,62,74,93,88,84,82,0,89,79,89,88,91,85,68,79,87,89,72,84,0,"fewer than 10,000","More than 5,000",38032.5,60852,0.333,0.533,0.67,76.07,49442.25,Possible hyperscaler,1 of 2 facilities
Arizona,19,Yuheng,"3785 N Citrus Rd, Goodyear, AZ 85395",Goodyear,AZ,85395,Maricopa,Southwest,33.49017516,-112.4402795,2019,2023,,Existing update,,Microsoft Corporation,Microsoft,in the name itself,,,Cummins,,,,-,77.0,,-,,,,,203260,151571,45471,75785,"90,943",Possible hyperscaler,large-scale,Possible hyperscaler,Possible hyperscaler,"Existing: 20@ Cummins QSK95 Generator, Engine Model QSK95-G9 Tier 2 Emission Standards, 5,051 BHP; 1@ Cummins QSK23-G7, 1,220 BHP, Model Year 2019, EPA Tier 2 Emissions Certified; NEW: 20@ Cummins QSK95 Generator, Engine Model QSK95-G9 Tier 2 Emission Standards, 5,051 BHP.",,-,Microsoft.pdf,Extremely High (>80%),yes,-,-,-,-,-,-,-,-,"North America, Colorado",Lower Gila / Painted Rock,-,no,no,1171.0,52,64,56,47,58,43,20,67,54,37,0,64,82,57,35,42,34,62,34,54,68,58,44,0,56,78,"fewer than 10,000","fewer than 5,000",37892.74,60628.38,0.332,0.531,0.66,75.79,49260.56,Possible hyperscaler,
Illinois,582,Yuheng,"9333 Grand Ave, Franklin Park, IL 60131",Franklin Park,IL,60131,Cook,Mid-Atlantic,41.92860771,-87.8594314,2013,2020,,Existing update,,"Digital Grand Avenue, LLC",Digital Realty,SEC filing,,,,,,,9.94,48.65,26.71,0.09,1.54,1.54,1.54,,,148750,44625,74375,"89,250",Possible hyperscaler,large-scale,Possible hyperscaler,Possible hyperscaler,"One (1) 500 kW Diesel-Powered Emergency Generator Set (EG1) associated with building 9333; One (1) 1,000 kW Diesel-Powered Emergency Generator Set (EG28) associated with building 9377; One (1) 1,250 kW (1,850 engine HP) Diesel-Powered Emergency Generator Set (EG9) associated with building 9355; One (1) 1,500 kW Diesel-Powered Emergency Generator Set (EG63) associated with building 9401; Twenty-six (26) 2,000 kw (2,919 engine HP) Diesel-Powered Emergency Generator Sets (EG2 - EG8& EG42) associated with Building 9333, EG10 associated with building 9355); Thirteen (13) 2,500 (3640 engine HP) kW Diesel-Powered Emergency Generator Sets (EG29 - EG41) associated with building 9377; and Twenty (20) 3,000 kw Diesel-Powered Emergency Generator Set (EG43 EG62) associated with building 9401",,-,031096AOH.pdf,High (40-80%),-,-,-,-,-,-,-,-,-,Mississippi - Missouri,Des Plaines,Cambro-Ordovician Aquifer System,no,no,15474.0,79,84,83,81,87,80,82,0,84,82,80,82,73,73,62,77,77,83,78,75,0,81,81,73,59,86,"More than 10,000","More than 5,000",37187.5,59500,0.326,0.521,0.65,74.38,48343.75,Possible hyperscaler,
Illinois,1195,Narimes,"9333 W Grand Ave, Franklin Park IL 60131",Franklin Park,IL,60131,Cook,Mid-Atlantic,41.92717822,-87.85798286,2013,2020,,Existing update,,Digital Ground Avenue LLC,Digital Realty,in permit,,,,,,,9.94,48.65,26.71,0.09,1.54,1.54,1.54,,,148750,44625,74375,"89,250",Possible hyperscaler,large-scale,Possible hyperscaler,Possible hyperscaler,sixty three emergency generators total: 26*2000 + 13*2500 + 20*3000 + 1500 + 1250 + 500 + 1000,2,-,031096AOH-001.pdf,Low (<10%),-,-,-,-,-,-,-,-,-,Columbia and Northwestern United States,Middle Columbia / Hood,-,no,no,16158.0,81,85,84,82,88,82,83,0,86,83,82,84,74,75,64,78,78,84,79,76,0,82,83,75,61,87,"More than 10,000","More than 5,000",37187.5,59500,0.326,0.521,0.65,74.38,48343.75,Possible hyperscaler,
Arizona,15,Yuheng,"NEC of Price Rd & Innovation St, Chandler, AZ 85286",Chandler,AZ,85286,Maricopa,Southwest,33.26715,-111.88889,2024,2024,,New,,Aligned Data Centers (Continuum) PropCo LLC,Aligned Data Centers,https://aligneddc.com/phoenix/,,,MTU,,,,-,20.0,,-,,,,,,147946,44384,73973,"88,768",Possible hyperscaler,large-scale,Possible hyperscaler,Possible hyperscaler,"PROPOSED. Nothing has been installed yet, but the facility has planned three scenarios involving potential equipment. The specifications of the scenario with the maximum rated capacity are listed: 42@3,490 kW Rolls Royce Model MTU- DS3000 Emergency Generator, Manufactured 2022.; 1@1,366 kW Rolls Royce Model MTU- DS125 Emergency Generator, Manufactured 2022;",,-,Aligned Data Center.pdf,Extremely High (>80%),pending,-,[in progress],-,-,-,-,-,-,"North America, Colorado",Middle Gila,-,no,no,5603.0,60,69,57,64,44,61,15,0,60,57,37,14,0,65,41,36,58,41,56,48,0,61,64,36,14,0,"fewer than 10,000","More than 5,000",36986.5,59178.4,0.324,0.518,0.65,73.97,48082.45,Possible hyperscaler,
Illinois,594,Yuheng,"505 Northwest Ave, Northlake, IL 60164",Northlake,IL,60164,Cook,Mid-Atlantic,41.91414818,-87.9173766,2021,2021,,New,,"Aligned Data Centers (ORD) PropCo, LLC",Aligned Data Centers,https://aligneddc.com/wp-content/uploads/2023/04/ALI_ChicagoBldgSpecs231204_web-1.pdf,,,,,,,0.382,48.98,5.78,0.0404,0.392,0.392,0.392,,,148000,44400,74000,"88,800",Possible hyperscaler,large-scale,Possible hyperscaler,Possible hyperscaler,"Forty-Nine (49) 3,000 kW (4,393 BHP) Diesel Emergency Generators; Two (2) 500 kW (762 BHP) Diesel Emergency Generators",,-,031471AEN.pdf,High (40-80%),-,-,-,-,-,-,-,-,-,Mississippi - Missouri,Des Plaines,Cambro-Ordovician Aquifer System,no,no,9236.0,76,80,79,79,84,77,73,0,81,79,72,80,0,72,59,72,78,79,75,64,0,78,79,61,58,0,"fewer than 10,000","More than 5,000",37000,59200,0.324,0.519,0.65,74,48100,Possible hyperscaler,
